Name,Address,Operation,Homepage,Type,Rate,Img
미소본가스마일칼국수,대전 중구 보문로230번길 82 1층 (우)34919,월~토 11:00 ~ 21:00,https://place.map.kakao.com/10542619,칼국수,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8A8AB56E58D840CDABBD1B83C49A45C9
현대식당,대전 중구 중앙로130번길 37-10 (우)34915,매일 10:50 ~ 23:00,https://place.map.kakao.com/10983353,"찌개,전골",4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F144EE5394F6ED36307
희락반점,대전 중구 중앙로129번길 21 (우)34838,매일 11:00 ~ 21:00,https://place.map.kakao.com/8670704,중국요리,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA9E30350987740D1A71F9E8F8BF794E6
땡큐베리머치,대전 중구 중교로 49 지하1층 (우)34915,매일 11:30 ~ 22:00,https://place.map.kakao.com/1328180335,카페,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFC6C2A89511545F8AE6FAB82EAE47899
농민순대,대전 중구 충무로 138 1층 (우)35027,화~일 08:00 ~ 24:00,https://place.map.kakao.com/21339245,순대,3.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F87CEE3E6FB6146E2852622C1D041EB18
사리원면옥 본점,대전 중구 중교로 62 (우)34920,매일 11:00 ~ 21:30,https://place.map.kakao.com/25049472,냉면,2.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F145D11EF357F40AABF51E9BAC5C7B1E5
한영식당,대전 중구 계룡로874번길 6 1층 (우)34908,화~일 11:00 ~ 21:30,https://place.map.kakao.com/9589060,닭요리,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0AB4CABB42934E33B824B8395D69E1CD
대전갈비집,대전 중구 대전천서로 419-8 (우)34926,매일 11:00 ~ 22:00,https://place.map.kakao.com/11006001,갈비,3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F12478633501229F434
복수분식 본점,대전 중구 중교로 27 1층 (우)34916,화~일 10:30 ~ 20:00,https://place.map.kakao.com/21624907,분식,3.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FFD677BDF7763417BB10F0FE7DC1A4BE0
소나무집,대전 중구 대종로460번길 57 (우)34926,매일 11:30 ~ 21:00,https://place.map.kakao.com/11130578,"찌개,전골",3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1414A0374F46FF0D03
동은성,대전 중구 대종로 532-1 (우)34832,"토,일 11:30 ~ 21:00",https://place.map.kakao.com/8944672,중식,4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB2EEFAB04E4445E096A5F33CC073DB68
만나 대흥본점,대전 중구 대흥로 138 1층 (우)34934,화~일 11:00 ~ 21:00,https://place.map.kakao.com/8331536,샤브샤브,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F87AD5479795946C78EDEA83A2DB81FB2
바다황제,대전 중구 대흥로121번길 43 (우)34918,화~일 11:30 ~ 22:00,https://place.map.kakao.com/9772243,회,27.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F62323728B9AE4597B438CDF03DA11FEE
감자바위골식당,대전 중구 문창로6번길 41 (우)35030,화~일 11:00 ~ 21:00,https://place.map.kakao.com/11041849,국수,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F46A921753A8B489E9044FF472EEC8906
요우란,대전 중구 선화서로 34 한국빌딩 1층 (우)34864,"토,일 12:00 ~ 20:30",https://place.map.kakao.com/778787000,일식,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F22A7C326B5204228BFCDC21FB90B61DD
선화동소머리해장국 본점,대전 중구 선화로 128 (우)34836,화~일 09:00 ~ 22:30,https://place.map.kakao.com/23585179,해장국,2.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F25580F4C5371CEF127
선화동실비식당,대전 중구 선화로 126-10 (우)34836,월~토 12:00 ~ 05:00,https://place.map.kakao.com/9179366,국밥,3.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3D9C732A3696449CAA5BE6F49B0C93A1
유천동 보강집,대전 중구 계백로1603번길 46 1층 (우)34897,"금,토 16:00 ~ 02:00",https://place.map.kakao.com/18566713,"육류,고기",4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F426C0B65C9A54A68A21A93D3FAE1BED0
오시우커피,"대전 중구 목척8길 39 1,2층 (우)34832",매일 11:00 ~ 22:00,https://place.map.kakao.com/241405537,카페,642.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F2C1E57338900428E8882DF59AE5D4983
성심당 케익부띠끄 본점,대전 중구 대종로 480 1층 (우)34921,토 08:00 ~ 22:00,https://place.map.kakao.com/1834095519,"제과,베이커리",4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6C8E4A9DC31F447CAB8EF98153186D35
보문산호랭이,대전 중구 중교로 84-1 (우)34925,매일 11:30 ~ 22:00,https://place.map.kakao.com/1470451747,이탈리안,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF1CF41531C3E47118BF58B6BBFC7FCA4
목수정,대전 중구 계룡로874번길 47 3층 (우)34909,매일 12:00 ~ 22:00,https://place.map.kakao.com/1636040232,디저트카페,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8DA9651279884A05A1E33E91C2F3E562
공주얼큰이칼국수쭈꾸미,대전 중구 중교로73번길 33 1층 (우)34921,매일 10:00 ~ 21:30,https://place.map.kakao.com/8658620,칼국수,3.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9D099CC0996A408E905D352CD07D0B7A
카라멜,대전 중구 대종로 476 카이마빌딩 1층 (우)34924,매일 11:30 ~ 21:00,https://place.map.kakao.com/47037155,이탈리안,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1F88EFC1A5B44F829A60B431D161E998
서울치킨,대전 중구 중앙로112번길 34 (우)34916,매일 17:00 ~ 24:00,https://place.map.kakao.com/24961572,치킨,3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCC79891421AA4BBDAA0616142BB23D5B
태평족발,대전 중구 동서대로 1224 1층 (우)34892,매일 11:00 ~ 22:00,https://place.map.kakao.com/1401728112,"족발,보쌈",3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB809539A36FE4F7E8493AA119FC31E76
아저씨돈까스,대전 중구 중앙로164번길 22-7 (우)34921,매일 11:00 ~ 20:30,https://place.map.kakao.com/10594540,"돈까스,우동",3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD3608DB7D828489A96C98C2A686DC7E5
복수분식 본점,대전 중구 보문로162번길 9 1층 (우)34937,토 11:00 ~ 19:30,https://place.map.kakao.com/1695398520,분식,3.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF5544A65DB294BB095A974984B83FC27
원조황소집,대전 중구 대종로460번길 25 (우)34925,매일 16:00 ~ 01:00,https://place.map.kakao.com/13272552,"육류,고기",3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCFD965F38DF44377BA745FAFC49772A7
만수민물장어,대전 중구 보문산로 331 3층 만수민물장어 (우)35020,매일 11:00 ~ 09:30,https://place.map.kakao.com/26436321,장어,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F221D9234BE2844859EA732828FEED61A
정식당,대전 중구 중앙로130번길 37-13 1층 (우)34915,매일 10:00 ~ 23:00,https://place.map.kakao.com/9937270,닭요리,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F12747D00463440FCAD69F238B8956965
테라스키친,대전 중구 대종로480번길 15 2층 (우)34921,매일 10:00 ~ 21:00,https://place.map.kakao.com/8622628,패밀리레스토랑,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC1A63A73512B48A89D1EB27EBD8ACDBD
돈까스상점,대전 중구 계백로1583번길 17 1층 (우)34891,"월,수,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/960678383,"돈까스,우동",3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F68A64F76059D46BB981DFCDEFBE592F5
어두리,대전 중구 계룡로882번길 108 1층 (우)34910,월~토 11:30 ~ 21:50,https://place.map.kakao.com/13578680,"해물,생선",3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F70A0774E29764003AD105E782FA170BF
대흥동커피,대전 중구 중앙로130번길 37-6 2층 (우)34915,매일 12:30 ~ 23:00,https://place.map.kakao.com/1031817760,커피전문점,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1069871326
홀리데이세븐펍,대전 중구 목척7길 11 1~3층 (우)34832,"금,토 17:00 ~ 24:00",https://place.map.kakao.com/1597186217,피자,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8194AA70DFC545C5A85262CFC561B237
우리풍천장어숯불꼼장어닭발 대전본점,대전 중구 수침로 94 1층 (우)34883,매일 16:00 ~ 23:00,https://place.map.kakao.com/16828596,장어,4.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA87062F9CB3247B8A307ADD60C3EAB50
내집,대전 중구 대흥로121번길 42 (우)34919,월~토 11:00 ~ 22:00,https://place.map.kakao.com/8248612,한식,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F603B69000AB84D808E1C159CDC4840A4
디블루메,대전 중구 중앙로79번길 78 카페 디블루메 (우)34862,화~일 10:00 ~ 22:30,https://place.map.kakao.com/1955073313,디저트카페,4.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FCDD9C706ADF54EA8A2D7A4AB1E16BD06
알로하녹,대전 중구 대종로521번길 29 (우)34836,매일 11:00 ~ 21:00,https://place.map.kakao.com/882527466,카페,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F61336D2C4FE641658AE86B0881390357
성심당옛맛솜씨,대전 중구 대종로480번길 14 1층 (우)34924,매일 09:30 ~ 21:00,https://place.map.kakao.com/1173482607,디저트카페,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F21D92BAD91F64D8F805CA89208DEDA9C
진주냉면 이설옥,대전 중구 대전천서로 275-1 1층 (우)35030,화~일 11:00 ~ 20:00,https://place.map.kakao.com/505598034,냉면,3.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5B5021BEF60B4B5C89D783886549BFA5
한밭칼국수,대전 중구 목척4길 6 (우)34832,월~토 11:00 ~ 20:00,https://place.map.kakao.com/21334878,칼국수,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F203CA33F4F5638342A
플라잉팬,대전 중구 대종로 480 2층 (우)34921,매일 11:00 ~ 21:00,https://place.map.kakao.com/8606163,이탈리안,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F272B164053FE938326
반찬식당,대전 중구 보문산공원로 484 4층 (우)35052,화~일 07:00 ~ 20:20,https://place.map.kakao.com/1001383115,한식,4.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcddaafe5bf4c028e278f14f96868b9727e21d17b%3Foriginal
태화원,대전 중구 중앙로112번길 43 (우)34916,월~토 11:30 ~ 21:00,https://place.map.kakao.com/14878942,중국요리,2.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F39B495FA4D0C4344902F4FFBD9302444
동소예 본점,대전 중구 충무로 125 1층 (우)34935,매일 10:30 ~ 24:00,https://place.map.kakao.com/11095306,"해물,생선",3.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9FD1425961B7488498BFC24AB4E24DFB
홍두깨칼국수,대전 중구 대종로 258 1층 (우)35035,매일 10:30 ~ 21:00,https://place.map.kakao.com/10973853,칼국수,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F24273A43531D97011D
대동순대,대전 중구 서문로43번길 70 (우)34998,10:00 ~ 22:00,https://place.map.kakao.com/9707918,순대,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F662ABC71D14C42C28ED0BF224E4176C2
백암골흑염소마을,대전 중구 태평로44번길 6 (우)34887,매일 11:30 ~ 22:00,https://place.map.kakao.com/16535552,"육류,고기",2.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F85D1AE4F44814D75AB527A8F6A6D2DB8
수정삼겹살,대전 중구 계백로 1705-34 1층 (우)34909,월~토 14:00 ~ 24:00,https://place.map.kakao.com/9211079,삼겹살,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F7E17AAE055274C2E8E9A8B3F600631DF
공주칼국수쭈꾸미마당 오류동본점,대전 중구 계룡로 860-15 (우)34908,매일 10:30 ~ 21:40,https://place.map.kakao.com/8750842,칼국수,3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F428AEFEDF5894929853F1BF1091E1475
봉봉원중국집,대전 중구 목척3길 42 (우)34832,일요일,https://place.map.kakao.com/9044761,중국요리,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2B9AED22056942198E074A7F173D9F6C
별뜨는집,대전 중구 보문로162번길 66 (우)34935,매일 11:30 ~ 09:30,https://place.map.kakao.com/9071008,한식,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F781c844021ab92fc3222dd0734523016fc6af07f%3Foriginal
청담이상 대전대흥점,대전 중구 중앙로138번길 30 B동 2층 (우)34914,"금,토 17:00 ~ 04:00",https://place.map.kakao.com/1000720475,일본식주점,3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F57fb66db309ddb2269070f0f45071e8a10b7244b%3Foriginal
목동칼국수 목동점,대전 중구 목중로19번길 76 1층 (우)34816,월~토 11:00 ~ 21:30,https://place.map.kakao.com/18260027,칼국수,4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C74244302C34B6798665A78645BDC8B
대원칼국수,대전 중구 대종로 460 월드컵빌딩 1층 (우)34925,월~토 11:00 ~ 21:00,https://place.map.kakao.com/1934252018,칼국수,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3eb3192f86a459149a82c998a82ce99b66e669c9e23a5c435a237ee0e3e8e0cc
스타벅스 대전중앙로R점,대전 중구 대종로 486 (우)34921,매일 07:00 ~ 22:00,https://place.map.kakao.com/23876960,스타벅스,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1152CEB1CD3B42FE88E42B75AB7B5513
크래버 대게나라 대전점,대전 중구 계룡로 875 1층 (우)34869,매일 11:30 ~ 23:00,https://place.map.kakao.com/460118164,"게,대게",4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F08A91791E76E4A22B471249D59344BE1
토박이,대전 중구 중앙로156번길 41-9 (우)34924,"월,수,목,금,토,일 11:00 ~ 22:00",https://place.map.kakao.com/8570326,"불고기,두루치기",3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8599A6700A61417DB28D52C8CC59CEDF
쿠우쿠우 대전점,대전 중구 중앙로156번길 16 앤비백화점 6층 (우)34921,매일 11:00 ~ 21:00,https://place.map.kakao.com/19534957,쿠우쿠우,3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9910BB81C3D44723B6879F988962C757
신도칼국수,대전 중구 대전천서로 679-1 (우)34803,화~일 09:30 ~ 20:30,https://place.map.kakao.com/18173072,칼국수,3.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F29D58691D6EA494B9BCFD0E174952EFA
아줌마돈까스 본점,대전 중구 충무로 124 (우)35021,"월,화,목,금,토,일 11:00 ~ 20:00",https://place.map.kakao.com/9251549,"돈까스,우동",3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8F7E7D11BC7C4BA6BB2AC20E99FAA969
투웨이버거 The Grill,대전 중구 동서대로1365번길 6 1층 (우)34826,매일 11:00 ~ 21:00,https://place.map.kakao.com/2128070806,햄버거,156.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2041A99C09764679916422251B5147AB
안도르,대전 중구 목척4길 4 1층 (우)34832,매일 11:00 ~ 22:00,https://place.map.kakao.com/20245776,카페,4.2,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFB138CB78EA04E08ABB8B16757ABCF05
군자대한곱창 대전대흥점,대전 중구 중앙로130번길 18 1층 (우)34913,매일 16:00 ~ 01:00,https://place.map.kakao.com/1096122159,"곱창,막창",4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD33A4819400744D096F28952EA850CBD
우리의오늘,대전 중구 오류로74번길 40 1층 (우)34902,"토,일요일",https://place.map.kakao.com/1020330382,일식집,4.5,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F2AF382771CD74522A49AEC7111C079FC
스시쿠루마,대전 중구 중앙로112번길 42 1층 (우)34916,화~토 11:30 ~ 20:30,https://place.map.kakao.com/1865995943,"초밥,롤",3.4,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF3F9753733914A5D90F060D3BA0D22AD
사무실카페,대전 중구 대종로452번길 3 2층 (우)34925,매일 12:00 ~ 23:00,https://place.map.kakao.com/361849729,카페,3.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F05230B4072D340D98F6DC751B7E5CFEA
우리칼국수,대전 중구 대종로505번길 19 1층 (우)34838,수~일 12:00 ~ 15:30,https://place.map.kakao.com/8467030,칼국수,4.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD327472373664891AD4CB93D312E4055
북새통 대전본점,대전 중구 계백로1565번길 53 1층 (우)34887,월~토 11:00 ~ 21:50,https://place.map.kakao.com/14682328,"해물,생선",4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3ABCD9C41470421ABB0201E76E21A538
고베규카츠 대전은행점,대전 중구 대종로480번길 7 2층 (우)34921,매일 11:30 ~ 22:00,https://place.map.kakao.com/1358547375,"돈까스,우동",2150.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F837D8F654677421791B6D898D07B5500
쪽방집 본관,대전 중구 보문로254번길 51 1층 (우)34915,10:00 ~ 22:00,https://place.map.kakao.com/1366573295,"호프,요리주점",3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDC7C0AF0BCB142AAADA82F8A12C1ECE2
금광한정식,대전 중구 충무로 127 2~4층 (우)34935,매일 11:30 ~ 20:50,https://place.map.kakao.com/8237815,한정식,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4D7B0C0C291C4950BB6C36BB837E3B33
계탄집 오류점,대전 중구 계룡로874번길 109 (우)34910,매일 17:00 ~ 24:00,https://place.map.kakao.com/1539416463,닭요리,4.1,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F802C3429AEA344509768DD7AE8E50648
제주오목돈,대전 중구 계룡로874번길 97 1층 (우)34910,매일 16:00 ~ 01:00,https://place.map.kakao.com/1998488319,"육류,고기",3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE8C63D054A784DBA9249E5A37D7F46EC
부잣집곰탕,"대전 중구 대흥로 131 1,2층 (우)34919",월~토 11:00 ~ 21:00,https://place.map.kakao.com/11297533,곰탕,3.6,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FBA86057A79AF48A5B120FBF28DEE2DAA
선코다리냉면,대전 중구 대흥로 22 1층 (우)34945,매일 11:00 ~ 21:00,https://place.map.kakao.com/27173132,냉면,3.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3E6708785AE14BC6869B8862B5323FF7
두꺼비수산,대전 중구 대흥로165번길 10 (우)34927,월~토 11:00 ~ 22:00,https://place.map.kakao.com/15790448,회,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE17459226CA045518A12E3E610F6E20E
카페사나고,대전 중구 중교로 76 1층 (우)34925,매일 11:00 ~ 22:00,https://place.map.kakao.com/511435556,카페,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F468959DE7E214A9C91CBCDBBFE35EE99
고담,대전 중구 선화로 86 1층 (우)34861,화~일 18:00 ~ 02:00,https://place.map.kakao.com/944384692,와인바,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F091D3A79F8C44B30B1EDDA64BF16AF1C
호수식당,대전 중구 목척4길 60 (우)34832,월~토 17:00 ~ 21:50,https://place.map.kakao.com/10978223,"육류,고기",4.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F31DAB63E373F492CBFD0B86562FA99C4
고추식당 태평점,대전 중구 계백로1565번길 45 (우)34887,월~토 17:00 ~ 02:00,https://place.map.kakao.com/13130177,갈비,4.3,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F06936A26A73B42C59934E1ED607BAB79
놀부네집,대전 중구 대전천서로 655-1 (우)34804,매일 11:00 ~ 22:00,https://place.map.kakao.com/8860786,갈비,4.8,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6DC4B085EF334AAB8E17A50471B76944
애슐리퀸즈 NC중앙로역점,대전 중구 중앙로 141 7층 (우)34838,매일 11:00 ~ 21:00,https://place.map.kakao.com/26343615,애슐리,91.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0523C7C6494F433EAAB79A921071D0BB
스스메르,대전 중구 보문로262번길 24 (우)34912,"토,일요일",https://place.map.kakao.com/1118128423,"초밥,롤",3.7,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4B0A47923377410A9396A67DD15BFEA6
대들보함흥면옥,대전 중구 계백로1583번길 39 (우)34891,매일 11:00 ~ 21:30,https://place.map.kakao.com/16505390,냉면,2.9,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0525EB6B39E74FC49628AAD7986306F2
국수집,대전 중구 동서대로 1208-7 1층 (우)34884,화~일 11:00 ~ 20:00,https://place.map.kakao.com/1331669672,한식,4.0,//t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F243AB09C353E4531A167DC37CCD4F7E9
